Age,Gender,Total_Spent,Quantity,Channel,Category,Cluster,Avg_Price,Loyal_Customer
45,Female,332.19,3,Phone,Outerwear,2,110.73,0
27,Male,560.03,2,Mobile App,Electronics,1,280.015,0
21,Female,209.74,1,In-Store,Accessories,1,209.74,0
48,Female,141.36,2,Mobile App,Accessories,4,70.68,0
26,Female,458.01,1,Online,Electronics,1,458.01,0
42,Female,361.58,1,Online,Electronics,4,361.58,0
20,Female,633.92,2,Mobile App,Accessories,1,316.96,1
33,Female,288.21,1,Phone,Outerwear,1,288.21,0
41,Male,239.0,1,Online,Electronics,4,239.0,0
18,Female,622.02,1,Phone,Footwear,1,622.02,1
18,Female,613.16,2,Phone,Clothing,1,306.58,1
42,Male,536.96,1,Online,Outerwear,0,536.96,0
43,Male,50.0,3,In-Store,Clothing,2,16.666666666666668,0
37,Male,184.0,1,In-Store,Accessories,4,184.0,0
32,Female,118.44,1,In-Store,Accessories,1,118.44,0
24,Male,468.18,1,Phone,Beauty,1,468.18,0
46,Female,839.2,2,Online,Accessories,0,419.6,1
40,Male,191.15,1,Mobile App,Footwear,4,191.15,0
34,Male,305.12,4,Online,Electronics,2,76.28,0
21,Female,488.06,4,In-Store,Clothing,2,122.015,0
47,Male,370.24,3,In-Store,Electronics,4,123.41333333333334,0
35,Female,521.51,4,In-Store,Accessories,2,130.3775,1
20,Male,837.24,1,Online,Accessories,0,837.24,1
22,Female,942.87,2,Online,Accessories,0,471.435,1
36,Male,239.2,2,Online,Clothing,4,119.6,0
35,Female,1126.99,2,In-Store,Outerwear,0,563.495,1
30,Male,329.92,3,Phone,Accessories,2,109.97333333333334,0
45,Male,79.65,2,Phone,Electronics,4,39.825,0
30,Male,426.22,5,Mobile App,Electronics,2,85.244,0
41,Female,459.4,1,Phone,Footwear,4,459.4,0
41,Female,539.11,3,Online,Accessories,2,179.70333333333335,1
32,Male,391.93,2,In-Store,Outerwear,1,195.965,0
26,Male,591.64,2,In-Store,Accessories,1,295.82,1
28,Female,266.14,1,Online,Electronics,1,266.14,0
38,Male,50.0,3,Mobile App,Accessories,2,16.666666666666668,0
18,Female,962.58,4,Mobile App,Electronics,2,240.645,1
39,Male,654.63,1,Online,Clothing,0,654.63,1
21,Female,308.22,2,In-Store,Footwear,1,154.11,0
31,Male,102.71,1,Mobile App,Accessories,1,102.71,0
33,Male,404.19,5,Phone,Accessories,2,80.838,0
33,Male,805.36,1,Online,Footwear,0,805.36,1
49,Female,752.97,1,Online,Clothing,0,752.97,1
32,Male,1023.47,1,Online,Clothing,3,1023.47,1
18,Male,115.93,2,In-Store,Accessories,1,57.965,0
37,Female,984.98,1,Mobile App,Accessories,0,984.98,1
41,Male,449.65,2,Online,Electronics,4,224.825,0
60,Female,392.94,4,In-Store,Accessories,2,98.235,0
18,Male,389.4,3,In-Store,Accessories,2,129.79999999999998,0
38,Male,69.89,1,In-Store,Clothing,4,69.89,0
39,Male,297.79,5,Online,Electronics,2,59.55800000000001,0
31,Male,88.65,2,Online,Clothing,1,44.325,0
31,Female,1026.27,1,Online,Accessories,3,1026.27,1
24,Female,474.35,1,Mobile App,Clothing,1,474.35,0
18,Male,124.15,1,Phone,Clothing,1,124.15,0
18,Male,744.53,3,In-Store,Electronics,2,248.17666666666665,1
39,Male,109.71,1,Online,Accessories,4,109.71,0
19,Female,310.61,1,In-Store,Accessories,1,310.61,0
29,Male,665.97,3,In-Store,Clothing,2,221.99,1
25,Female,367.74,2,Phone,Outerwear,1,183.87,0
46,Female,643.42,3,Mobile App,Beauty,2,214.47333333333333,1
20,Female,1545.57,2,Phone,Accessories,3,772.785,1
34,Female,605.17,1,Mobile App,Electronics,0,605.17,0
48,Male,2026.77,3,In-Store,Accessories,3,675.59,1
35,Female,73.68,1,Mobile App,Accessories,1,73.68,0
39,Female,393.83,2,Mobile App,Accessories,4,196.915,0
21,Male,275.87,2,In-Store,Accessories,1,137.935,0
39,Female,1242.78,1,Mobile App,Clothing,3,1242.78,1
37,Male,144.08,5,Online,Accessories,2,28.816000000000003,0
30,Female,186.5,1,Online,Accessories,1,186.5,0
31,Male,346.04,1,In-Store,Electronics,1,346.04,0
30,Female,432.79,4,Phone,Beauty,2,108.1975,0
18,Male,192.9,2,Phone,Electronics,1,96.45,0
23,Female,1199.28,2,Phone,Accessories,0,599.64,1
42,Male,1446.29,2,Mobile App,Accessories,3,723.145,1
38,Female,315.38,3,Online,Footwear,2,105.12666666666667,0
39,Female,231.89,1,Online,Bags,4,231.89,0
19,Female,903.16,1,Mobile App,Electronics,0,903.16,1
37,Male,340.02,1,In-Store,Media,4,340.02,0
44,Female,274.34,1,In-Store,Footwear,4,274.34,0
30,Female,74.34,2,Phone,Accessories,1,37.17,0
26,Male,163.29,1,Phone,Clothing,1,163.29,0
36,Male,384.72,1,In-Store,Outerwear,1,384.72,0
37,Male,247.22,1,Online,Beauty,4,247.22,0
36,Female,373.14,2,Mobile App,Beauty,4,186.57,0
46,Male,852.86,3,Phone,Clothing,2,284.2866666666667,1
18,Female,413.52,1,In-Store,Electronics,1,413.52,0
31,Male,451.44,2,In-Store,Accessories,1,225.72,0
19,Male,411.62,1,In-Store,Bags,1,411.62,0
18,Female,198.42,2,Phone,Clothing,1,99.21,0
44,Male,505.05,1,Online,Footwear,4,505.05,0
41,Female,176.32,1,In-Store,Electronics,4,176.32,0
21,Female,847.51,2,Mobile App,Accessories,0,423.755,1
49,Female,424.76,4,Online,Media,2,106.19,0
21,Female,247.55,1,Phone,Footwear,1,247.55,0
30,Male,431.14,3,Phone,Accessories,2,143.71333333333334,0
43,Female,807.28,2,In-Store,Clothing,0,403.64,1
52,Male,596.7,4,Online,Footwear,2,149.175,1
25,Female,301.09,1,Mobile App,Footwear,1,301.09,0
47,Male,385.78,1,Online,Electronics,4,385.78,0
47,Male,717.4,3,Phone,Footwear,2,239.13333333333333,1
39,Male,100.32,1,In-Store,Beauty,4,100.32,0
18,Female,137.4,1,Online,Clothing,1,137.4,0
56,Female,379.92,1,Phone,Electronics,4,379.92,0
37,Female,619.62,3,Online,Electronics,2,206.54,1
41,Male,485.65,1,Mobile App,Accessories,4,485.65,0
43,Male,186.49,3,In-Store,Footwear,2,62.163333333333334,0
18,Female,263.63,1,Phone,Clothing,1,263.63,0
18,Male,197.33,1,Online,Accessories,1,197.33,0
23,Male,527.51,1,Phone,Electronics,1,527.51,0
33,Female,310.78,1,Phone,Electronics,1,310.78,0
31,Male,465.39,2,Phone,Footwear,1,232.695,0
47,Male,403.36,2,In-Store,Accessories,4,201.68,0
59,Female,497.93,1,Online,Accessories,4,497.93,0
34,Female,389.07,1,Mobile App,Electronics,1,389.07,0
38,Female,1133.34,2,Mobile App,Electronics,0,566.67,1
38,Female,50.0,3,In-Store,Electronics,2,16.666666666666668,0
54,Male,320.91,2,Phone,Electronics,4,160.455,0
32,Male,146.25,3,Phone,Bags,2,48.75,0
21,Male,710.61,1,Phone,Accessories,0,710.61,1
32,Male,726.2,3,Mobile App,Accessories,2,242.0666666666667,1
49,Female,541.55,1,In-Store,Accessories,4,541.55,0
18,Male,567.07,1,In-Store,Electronics,1,567.07,0
46,Female,168.7,3,Phone,Clothing,4,56.23333333333333,0
18,Female,173.27,4,Online,Footwear,2,43.3175,0
32,Female,998.33,2,Mobile App,Footwear,0,499.165,1
49,Female,596.58,1,Online,Bags,0,596.58,0
23,Female,185.75,1,Mobile App,Media,1,185.75,0
18,Female,59.56,1,Mobile App,Clothing,1,59.56,0
24,Male,514.41,3,Online,Electronics,2,171.47,0
18,Female,222.11,1,Online,Accessories,1,222.11,0
24,Female,50.0,3,Phone,Clothing,2,16.666666666666668,0
29,Male,257.16,1,In-Store,Footwear,1,257.16,0
18,Male,73.58,3,In-Store,Beauty,2,24.526666666666667,0
70,Male,572.53,4,Online,Electronics,4,143.1325,1
24,Male,473.86,1,In-Store,Electronics,1,473.86,0
34,Female,139.82,1,Online,Electronics,1,139.82,0
32,Female,285.55,3,Mobile App,Accessories,2,95.18333333333334,0
38,Female,1281.18,2,Phone,Accessories,0,640.59,1
39,Female,152.02,2,Phone,Electronics,4,76.01,0
18,Female,537.87,2,In-Store,Accessories,1,268.935,0
27,Male,217.67,1,Phone,Clothing,1,217.67,0
20,Female,610.6,3,In-Store,Media,2,203.53333333333333,1
64,Male,799.69,1,Mobile App,Media,0,799.69,1
25,Female,1402.46,4,In-Store,Accessories,2,350.615,1
21,Female,191.14,1,Online,Electronics,1,191.14,0
55,Female,440.72,2,Phone,Accessories,4,220.36,0
36,Female,375.57,1,Phone,Electronics,4,375.57,0
46,Female,158.69,1,Online,Accessories,4,158.69,0
58,Male,677.62,1,In-Store,Accessories,0,677.62,1
18,Male,369.61,2,Online,Footwear,1,184.805,0
28,Male,116.45,2,In-Store,Bags,1,58.225,0
26,Female,975.42,3,Mobile App,Media,2,325.14,1
18,Male,164.65,1,In-Store,Media,1,164.65,0
24,Female,579.03,2,Mobile App,Electronics,1,289.515,1
37,Female,357.84,3,In-Store,Bags,2,119.27999999999999,0
55,Male,1205.29,1,In-Store,Accessories,3,1205.29,1
27,Female,381.82,1,In-Store,Accessories,1,381.82,0
20,Male,344.31,1,Phone,Clothing,1,344.31,0
20,Female,485.76,1,In-Store,Outerwear,1,485.76,0
30,Male,651.54,1,Phone,Media,0,651.54,1
34,Female,103.33,2,Online,Accessories,4,51.665,0
38,Male,1501.9,1,In-Store,Clothing,3,1501.9,1
40,Male,294.98,2,Mobile App,Accessories,4,147.49,0
31,Female,182.99,4,Online,Footwear,2,45.7475,0
24,Female,146.15,2,Phone,Electronics,1,73.075,0
42,Male,445.81,2,Mobile App,Outerwear,4,222.905,0
26,Male,791.62,1,Online,Footwear,0,791.62,1
29,Female,641.66,3,Mobile App,Footwear,2,213.88666666666666,1
21,Female,1591.25,1,Phone,Clothing,3,1591.25,1
30,Male,419.5,2,In-Store,Accessories,1,209.75,0
40,Female,230.0,5,Online,Electronics,2,46.0,0
22,Female,261.68,2,In-Store,Electronics,1,130.84,0
34,Male,177.24,2,In-Store,Accessories,1,88.62,0
33,Male,855.47,1,Phone,Footwear,0,855.47,1
40,Female,339.55,1,Mobile App,Footwear,4,339.55,0
31,Female,273.42,3,Phone,Footwear,2,91.14,0
46,Female,707.59,1,Mobile App,Beauty,0,707.59,1
54,Female,65.03,2,Phone,Footwear,4,32.515,0
45,Male,932.23,1,Online,Beauty,0,932.23,1
19,Female,80.71,3,In-Store,Media,2,26.903333333333332,0
26,Female,1067.47,1,Online,Electronics,3,1067.47,1
27,Male,395.82,2,Mobile App,Media,1,197.91,0
48,Male,590.14,2,Online,Accessories,4,295.07,1
37,Male,398.15,1,Online,Electronics,4,398.15,0
28,Female,365.56,1,Phone,Accessories,1,365.56,0
29,Female,345.37,1,In-Store,Beauty,1,345.37,0
22,Male,328.61,1,In-Store,Outerwear,1,328.61,0
36,Male,245.72,1,Online,Beauty,4,245.72,0
51,Male,550.35,1,Phone,Footwear,4,550.35,0
26,Female,1287.73,2,Online,Electronics,0,643.865,1
19,Male,856.48,1,Mobile App,Accessories,0,856.48,1
39,Female,208.47,5,In-Store,Footwear,2,41.694,0
31,Male,245.44,2,In-Store,Electronics,1,122.72,0
39,Male,111.07,1,Online,Outerwear,4,111.07,0
34,Male,414.67,1,Mobile App,Clothing,1,414.67,0
48,Male,832.18,3,Phone,Accessories,2,277.3933333333333,1
27,Male,279.12,1,In-Store,Electronics,1,279.12,0
31,Female,352.88,2,Mobile App,Accessories,1,176.44,0
44,Female,60.74,2,Mobile App,Accessories,4,30.37,0
33,Male,663.65,1,Phone,Media,0,663.65,1
43,Female,802.12,3,Mobile App,Electronics,2,267.37333333333333,1
52,Female,1151.09,1,Online,Electronics,3,1151.09,1
38,Female,460.94,1,Online,Electronics,0,460.94,0
40,Male,558.44,3,Mobile App,Footwear,2,186.14666666666668,1
34,Male,208.21,2,In-Store,Accessories,1,104.105,0
32,Male,1004.74,3,In-Store,Bags,2,334.91333333333336,1
28,Male,445.71,2,In-Store,Media,1,222.855,0
31,Female,537.32,2,Mobile App,Outerwear,1,268.66,0
21,Female,472.55,3,In-Store,Electronics,2,157.51666666666668,0
34,Female,478.24,1,Online,Electronics,0,478.24,0
41,Female,196.14,3,Mobile App,Beauty,2,65.38,0
26,Female,403.09,2,In-Store,Beauty,1,201.545,0
18,Male,167.87,1,In-Store,Accessories,1,167.87,0
47,Female,380.42,2,Mobile App,Media,4,190.21,0
44,Male,312.55,1,In-Store,Electronics,4,312.55,0
18,Female,549.11,2,Phone,Accessories,1,274.555,0
35,Female,353.73,2,In-Store,Footwear,1,176.865,0
48,Male,125.87,4,Phone,Accessories,2,31.4675,0
47,Female,584.66,1,Mobile App,Accessories,0,584.66,0
18,Female,734.13,2,Phone,Electronics,1,367.065,1
58,Male,872.53,1,Online,Footwear,0,872.53,1
40,Male,1411.3,2,Online,Accessories,0,705.65,1
37,Female,158.21,2,Online,Electronics,4,79.105,0
33,Male,204.88,2,In-Store,Beauty,1,102.44,0
49,Male,175.0,3,Mobile App,Accessories,4,58.333333333333336,0
49,Female,262.11,3,Phone,Electronics,4,87.37,0
44,Female,1689.67,1,In-Store,Accessories,3,1689.67,1
23,Male,1103.46,1,Phone,Accessories,3,1103.46,1
39,Female,992.64,2,In-Store,Footwear,0,496.32,1
27,Male,122.79,1,In-Store,Clothing,1,122.79,0
36,Male,53.74,1,Mobile App,Accessories,4,53.74,0
56,Male,583.04,2,Mobile App,Media,4,291.52,1
18,Female,766.95,1,In-Store,Accessories,0,766.95,1
34,Female,1808.29,1,Online,Clothing,3,1808.29,1
24,Male,97.69,3,Phone,Electronics,2,32.56333333333333,0
19,Male,571.58,1,In-Store,Bags,1,571.58,0
18,Female,286.76,1,In-Store,Footwear,1,286.76,0
48,Male,50.0,1,Mobile App,Accessories,4,50.0,0
50,Female,212.11,3,Online,Clothing,4,70.70333333333333,0
32,Male,958.14,4,Online,Electronics,2,239.535,1
24,Female,592.04,2,Phone,Media,1,296.02,1
31,Female,82.14,1,In-Store,Electronics,1,82.14,0
51,Male,1141.95,4,Phone,Accessories,2,285.4875,1
35,Male,442.18,2,Online,Bags,4,221.09,0
32,Male,217.72,3,Mobile App,Accessories,2,72.57333333333334,0
26,Male,223.99,3,Mobile App,Electronics,2,74.66333333333334,0
51,Male,96.11,1,In-Store,Accessories,4,96.11,0
32,Female,429.98,1,Phone,Electronics,1,429.98,0
40,Female,513.27,1,In-Store,Bags,0,513.27,0
44,Male,959.13,1,In-Store,Media,0,959.13,1
30,Female,50.0,3,In-Store,Accessories,2,16.666666666666668,0
25,Female,850.02,3,Phone,Electronics,2,283.34,1
38,Male,370.08,2,Online,Footwear,4,185.04,0
20,Male,1291.81,1,Phone,Clothing,3,1291.81,1
57,Female,395.81,1,Mobile App,Clothing,4,395.81,0
30,Female,593.01,1,In-Store,Clothing,0,593.01,0
32,Male,678.88,1,In-Store,Clothing,0,678.88,1
27,Male,788.55,1,Phone,Clothing,0,788.55,1
30,Male,211.89,2,In-Store,Footwear,1,105.945,0
28,Male,695.68,1,Mobile App,Bags,0,695.68,1
35,Male,751.4,5,In-Store,Accessories,2,150.28,1
18,Female,253.38,1,Online,Footwear,1,253.38,0
36,Male,432.36,3,Online,Accessories,2,144.12,0
60,Female,366.03,2,In-Store,Electronics,4,183.015,0
40,Male,386.46,1,Phone,Electronics,4,386.46,0
53,Male,825.76,3,Online,Electronics,4,275.25333333333333,1
44,Female,226.53,2,In-Store,Outerwear,4,113.265,0
45,Male,233.06,2,Phone,Electronics,4,116.53,0
19,Female,847.9,2,Online,Accessories,0,423.95,1
18,Male,877.07,1,In-Store,Bags,0,877.07,1
35,Female,576.43,2,Online,Footwear,4,288.215,0
18,Female,137.19,4,In-Store,Electronics,2,34.2975,0
48,Male,50.0,1,In-Store,Electronics,4,50.0,0
21,Female,320.27,1,In-Store,Clothing,1,320.27,0
34,Male,390.18,4,Mobile App,Accessories,2,97.545,0
54,Female,955.83,1,Mobile App,Electronics,0,955.83,1
37,Female,750.46,2,Mobile App,Electronics,0,375.23,1
39,Male,354.21,2,Phone,Electronics,4,177.105,0
31,Female,510.07,2,Online,Footwear,1,255.035,0
23,Male,151.83,1,Mobile App,Clothing,1,151.83,0
24,Female,183.08,1,Phone,Accessories,1,183.08,0
38,Male,1033.79,1,Online,Electronics,3,1033.79,1
18,Female,75.17,2,Phone,Clothing,1,37.585,0
49,Female,889.7,2,In-Store,Clothing,0,444.85,1
43,Male,1333.12,2,Phone,Electronics,0,666.56,1
60,Female,191.05,2,Phone,Accessories,4,95.525,0
58,Male,513.5,1,Mobile App,Electronics,4,513.5,0
45,Female,441.26,1,Phone,Accessories,4,441.26,0
33,Female,212.27,3,Mobile App,Accessories,2,70.75666666666667,0
40,Female,455.67,1,In-Store,Media,4,455.67,0
24,Female,513.72,1,In-Store,Electronics,1,513.72,0
31,Male,696.58,1,Mobile App,Accessories,0,696.58,1
32,Female,341.33,1,Online,Accessories,1,341.33,0
55,Male,509.11,1,Mobile App,Bags,4,509.11,0
44,Male,405.15,3,Mobile App,Electronics,2,135.04999999999998,0
34,Female,1353.68,4,In-Store,Outerwear,2,338.42,1
34,Male,772.04,3,In-Store,Electronics,2,257.34666666666664,1
47,Male,935.51,4,Phone,Media,2,233.8775,1
34,Female,102.21,4,Phone,Footwear,2,25.5525,0
32,Female,505.34,2,Mobile App,Electronics,1,252.67,0
29,Female,681.65,1,Online,Beauty,0,681.65,1
26,Female,241.94,3,Mobile App,Clothing,2,80.64666666666666,0
28,Female,399.42,1,In-Store,Electronics,1,399.42,0
22,Male,774.36,1,Online,Electronics,0,774.36,1
52,Female,515.83,1,Online,Electronics,4,515.83,0
33,Male,263.87,2,Online,Accessories,1,131.935,0
25,Female,1402.81,1,In-Store,Footwear,3,1402.81,1
38,Male,171.3,1,Mobile App,Electronics,4,171.3,0
49,Female,288.88,1,Phone,Electronics,4,288.88,0
35,Male,577.71,3,Phone,Clothing,2,192.57000000000002,1
33,Female,620.92,2,In-Store,Bags,1,310.46,1
52,Male,146.43,3,In-Store,Electronics,4,48.81,0
29,Female,1352.24,1,Phone,Beauty,3,1352.24,1
62,Female,680.69,1,Phone,Electronics,0,680.69,1
38,Female,361.0,2,In-Store,Accessories,4,180.5,0
29,Female,375.96,1,Phone,Outerwear,1,375.96,0
49,Female,332.08,2,Online,Accessories,4,166.04,0
27,Male,278.93,3,Phone,Accessories,2,92.97666666666667,0
22,Female,965.34,3,Online,Media,2,321.78000000000003,1
23,Male,142.53,4,Phone,Electronics,2,35.6325,0
36,Female,1137.97,1,Phone,Accessories,3,1137.97,1
19,Male,460.87,1,Mobile App,Beauty,1,460.87,0
32,Male,110.78,2,In-Store,Footwear,1,55.39,0
31,Male,192.8,1,Mobile App,Clothing,1,192.8,0
42,Female,648.38,1,Online,Accessories,0,648.38,1
46,Female,1301.02,1,Online,Electronics,3,1301.02,1
29,Female,566.46,1,Online,Accessories,0,566.46,0
20,Female,281.83,1,Online,Accessories,1,281.83,0
18,Male,843.35,1,Online,Accessories,0,843.35,1
36,Female,620.86,2,Phone,Footwear,4,310.43,1
39,Female,843.47,2,Mobile App,Accessories,0,421.735,1
30,Male,260.78,2,Online,Accessories,1,130.39,0
38,Female,530.8,2,In-Store,Clothing,4,265.4,0
58,Male,156.2,1,In-Store,Accessories,4,156.2,0
30,Female,636.11,1,Mobile App,Accessories,0,636.11,1
51,Female,603.45,1,Online,Accessories,0,603.45,0
33,Female,370.83,3,Phone,Accessories,2,123.61,0
46,Female,396.32,2,Online,Accessories,4,198.16,0
18,Female,667.39,1,Online,Bags,0,667.39,1
31,Female,63.43,1,Mobile App,Electronics,1,63.43,0
44,Male,215.06,4,Mobile App,Media,2,53.765,0
24,Female,50.0,2,Online,Accessories,1,25.0,0
21,Male,687.99,3,Online,Accessories,2,229.33,1
24,Male,250.06,1,Mobile App,Outerwear,1,250.06,0
37,Female,76.84,1,Online,Clothing,4,76.84,0
20,Female,327.48,3,In-Store,Accessories,2,109.16000000000001,0
29,Female,417.97,2,In-Store,Footwear,1,208.985,0
36,Male,209.03,2,In-Store,Footwear,4,104.515,0
56,Male,2048.06,2,In-Store,Accessories,3,1024.03,1
50,Male,872.18,2,Online,Footwear,0,436.09,1
29,Female,489.76,2,Phone,Beauty,1,244.88,0
39,Female,171.86,1,Mobile App,Accessories,4,171.86,0
47,Male,962.89,1,Online,Accessories,0,962.89,1
23,Female,234.34,3,Mobile App,Clothing,2,78.11333333333333,0
18,Male,147.53,1,Mobile App,Electronics,1,147.53,0
49,Male,1890.54,2,Phone,Electronics,3,945.27,1
24,Female,471.48,2,Phone,Media,1,235.74,0
31,Male,665.3,5,In-Store,Accessories,2,133.06,1
31,Male,885.92,1,Online,Accessories,0,885.92,1
21,Female,370.29,1,In-Store,Accessories,1,370.29,0
55,Female,485.06,3,Mobile App,Footwear,4,161.68666666666667,0
45,Female,1476.04,3,Phone,Beauty,0,492.0133333333333,1
30,Female,317.58,2,Mobile App,Bags,1,158.79,0
42,Male,318.27,1,Online,Electronics,4,318.27,0
27,Female,385.43,1,In-Store,Media,1,385.43,0
18,Male,127.39,2,In-Store,Footwear,1,63.695,0
28,Female,311.31,3,In-Store,Clothing,2,103.77,0
18,Female,1076.16,3,In-Store,Footwear,2,358.72,1
36,Male,336.68,1,Online,Accessories,4,336.68,0
42,Female,579.38,1,Phone,Electronics,0,579.38,0
25,Female,387.55,1,Phone,Clothing,1,387.55,0
20,Female,481.98,5,Mobile App,Accessories,2,96.396,1
29,Male,345.73,2,Phone,Accessories,1,172.865,0
18,Male,50.0,1,Phone,Bags,1,50.0,0
43,Male,711.36,1,Phone,Electronics,0,711.36,1
36,Male,341.71,2,Online,Electronics,4,170.855,0
25,Male,285.35,1,Phone,Accessories,1,285.35,0
42,Female,104.2,3,Phone,Beauty,2,34.733333333333334,0
18,Male,117.81,3,In-Store,Accessories,2,39.27,0
39,Male,258.37,1,Phone,Accessories,4,258.37,0
18,Female,356.95,1,Online,Beauty,1,356.95,0
28,Female,645.98,3,Phone,Media,2,215.32666666666668,1
51,Female,1401.98,1,Mobile App,Accessories,3,1401.98,1
35,Male,601.43,1,In-Store,Accessories,0,601.43,0
58,Female,1078.62,4,Phone,Outerwear,2,269.655,1
18,Female,824.33,3,In-Store,Electronics,2,274.7766666666667,1
34,Male,341.84,3,In-Store,Outerwear,2,113.94666666666666,0
28,Female,654.71,1,In-Store,Electronics,0,654.71,1
45,Female,212.45,1,Phone,Outerwear,4,212.45,0
24,Female,304.86,1,Phone,Electronics,1,304.86,0
20,Male,325.72,1,Phone,Accessories,1,325.72,0
52,Female,307.82,3,In-Store,Media,4,102.60666666666667,0
52,Female,405.04,1,In-Store,Electronics,4,405.04,0
18,Male,183.56,2,In-Store,Media,1,91.78,0
18,Male,213.92,1,Phone,Outerwear,1,213.92,0
41,Male,978.63,1,Mobile App,Accessories,0,978.63,1
43,Male,93.95,5,Phone,Electronics,2,18.79,0
34,Male,137.69,1,Online,Media,1,137.69,0
44,Female,532.24,1,Online,Media,0,532.24,0
44,Female,189.58,1,Online,Accessories,4,189.58,0
42,Female,443.01,1,In-Store,Accessories,4,443.01,0
26,Female,77.61,1,Phone,Accessories,1,77.61,0
22,Male,151.76,1,In-Store,Electronics,1,151.76,0
30,Female,421.37,2,Online,Electronics,1,210.685,0
26,Female,390.08,3,Online,Accessories,2,130.02666666666667,0
30,Male,399.49,2,In-Store,Accessories,1,199.745,0
18,Male,264.12,1,Phone,Media,1,264.12,0
23,Female,415.65,2,Phone,Beauty,1,207.825,0
52,Female,241.1,1,Online,Electronics,4,241.1,0
24,Male,164.54,2,Online,Electronics,1,82.27,0
26,Female,607.7,2,Online,Media,1,303.85,1
36,Male,970.04,1,Phone,Accessories,0,970.04,1
40,Male,228.54,3,Mobile App,Clothing,2,76.17999999999999,0
24,Female,852.55,4,Mobile App,Beauty,2,213.1375,1
24,Male,622.77,3,Mobile App,Electronics,2,207.59,1
23,Male,1273.13,1,Mobile App,Electronics,3,1273.13,1
29,Female,326.18,2,In-Store,Accessories,1,163.09,0
21,Female,50.0,4,Mobile App,Electronics,2,12.5,0
36,Male,448.53,1,In-Store,Electronics,1,448.53,0
50,Male,189.62,3,Online,Outerwear,4,63.20666666666667,0
22,Female,112.16,1,In-Store,Electronics,1,112.16,0
18,Male,475.62,1,In-Store,Clothing,1,475.62,0
51,Male,473.17,3,Mobile App,Electronics,4,157.72333333333333,0
43,Female,172.56,3,Phone,Electronics,2,57.52,0
22,Female,218.51,3,Phone,Accessories,2,72.83666666666666,0
18,Male,193.12,4,Online,Accessories,2,48.28,0
39,Male,383.76,1,Online,Beauty,4,383.76,0
33,Female,83.47,1,Mobile App,Footwear,1,83.47,0
26,Male,192.5,4,In-Store,Electronics,2,48.125,0
46,Male,869.5,1,In-Store,Electronics,0,869.5,1
46,Male,904.13,2,Mobile App,Bags,0,452.065,1
28,Male,268.31,2,Online,Accessories,1,134.155,0
39,Female,279.36,1,Phone,Clothing,4,279.36,0
43,Male,851.33,1,Phone,Accessories,0,851.33,1
47,Female,109.52,2,Online,Electronics,4,54.76,0
21,Female,572.83,3,Phone,Electronics,2,190.94333333333336,1
27,Female,805.86,2,Online,Clothing,0,402.93,1
32,Male,556.41,2,Online,Footwear,1,278.205,0
53,Female,537.8,1,In-Store,Accessories,4,537.8,0
24,Female,174.41,1,Online,Media,1,174.41,0
38,Female,112.95,1,In-Store,Bags,4,112.95,0
41,Male,158.09,1,Phone,Electronics,4,158.09,0
26,Female,938.95,1,Online,Accessories,0,938.95,1
51,Female,375.86,1,In-Store,Outerwear,4,375.86,0
36,Male,434.37,1,Mobile App,Bags,1,434.37,0
18,Female,837.8,1,In-Store,Clothing,0,837.8,1
39,Male,428.1,1,Phone,Electronics,4,428.1,0
32,Male,422.36,2,Phone,Footwear,1,211.18,0
30,Male,417.91,2,Online,Clothing,1,208.955,0
30,Male,445.24,1,Phone,Footwear,1,445.24,0
67,Female,687.01,4,Online,Accessories,4,171.7525,1
22,Female,1211.8,1,Mobile App,Outerwear,3,1211.8,1
27,Male,568.11,3,In-Store,Accessories,2,189.37,1
42,Female,1576.22,1,Mobile App,Beauty,3,1576.22,1
43,Male,202.15,3,In-Store,Accessories,2,67.38333333333334,0
36,Female,818.27,1,Phone,Electronics,0,818.27,1
26,Male,612.87,3,In-Store,Footwear,2,204.29,1
54,Male,122.07,1,Phone,Beauty,4,122.07,0
19,Female,634.9,2,Mobile App,Electronics,1,317.45,1
48,Male,1201.65,1,Online,Electronics,3,1201.65,1
34,Male,1128.94,1,In-Store,Footwear,3,1128.94,1
37,Male,776.48,3,Online,Clothing,2,258.82666666666665,1
32,Male,679.71,1,Mobile App,Accessories,0,679.71,1
24,Male,822.55,4,In-Store,Footwear,2,205.6375,1
22,Female,831.15,1,Phone,Accessories,0,831.15,1
31,Male,398.52,1,In-Store,Clothing,1,398.52,0
66,Female,988.06,2,Online,Footwear,0,494.03,1
37,Female,519.82,1,Phone,Footwear,0,519.82,0
25,Female,440.85,1,Online,Beauty,1,440.85,0
32,Female,105.37,3,Phone,Accessories,2,35.123333333333335,0
31,Male,284.5,3,Mobile App,Accessories,2,94.83333333333333,0
24,Male,175.59,4,Online,Accessories,2,43.8975,0
26,Male,1097.2,1,Online,Accessories,3,1097.2,1
25,Female,1064.05,2,Online,Outerwear,0,532.025,1
18,Male,578.2,1,Online,Media,1,578.2,0
38,Female,256.15,1,In-Store,Accessories,4,256.15,0
24,Female,806.35,3,Mobile App,Accessories,2,268.78333333333336,1
46,Male,937.64,1,In-Store,Electronics,0,937.64,1
48,Female,185.6,1,Phone,Accessories,4,185.6,0
30,Female,378.26,1,Phone,Electronics,1,378.26,0
